  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    2.0663    28.5216      4.4300e-04           5.8957e+03      2.7605e-03
    2.0873    28.5785      3.0200e-04           5.8936e+03      1.8744e-03
    2.1083    28.6390      2.4200e-04           5.8805e+03      1.4956e-03
    2.1292    28.7022      5.9400e-04           5.8598e+03      3.6550e-03
    2.1502    28.7668      7.8500e-04           5.8311e+03      4.8086e-03
    2.1712    28.8318      5.1800e-04           5.7917e+03      3.1588e-03
    2.1921    28.8959      8.9500e-04           5.7437e+03      5.4335e-03
    2.2131    28.9582      6.3000e-04           5.6894e+03      3.8083e-03
    2.2341    29.0174      1.1430e-03           5.6308e+03      6.8811e-03
    2.2550    29.0725      7.2600e-04           5.5700e+03      4.3541e-03
    2.2760    29.1225      8.0000e-04           5.5069e+03      4.7815e-03
    2.2970    29.1666      2.5200e-04           5.4459e+03      1.5016e-03
    2.3179    29.2038      4.7800e-04           5.3892e+03      2.8411e-03
    2.3389    29.2336      8.2800e-04           5.3209e+03      4.9113e-03
    2.3598    29.2552      1.9600e-04           5.2909e+03      1.1609e-03
    2.3808    29.2684      2.3000e-04           5.2740e+03      1.3610e-03
    2.4018    29.2728      1.8400e-04           5.2675e+03      1.0885e-03
    2.4153    29.2727      2.4400e-04           5.2676e+03      1.4434e-03
    2.4289    29.2721      2.0200e-04           5.2677e+03      1.1950e-03
    2.4424    29.2710      4.7700e-04           5.2680e+03      2.8221e-03
    2.4560    29.2692      4.4800e-04           5.2687e+03      2.6509e-03
    2.4695    29.2667      4.7400e-04           5.2699e+03      2.8052e-03
    2.4830    29.2631      5.0700e-04           5.2717e+03      3.0012e-03
    2.4966    29.2583      3.9300e-04           5.2746e+03      2.3272e-03
    2.5101    29.2519      2.7400e-04           5.2866e+03      1.6232e-03
    2.5237    29.2438      4.5000e-04           5.2940e+03      2.6673e-03
    2.5372    29.2336      3.7000e-04           5.3028e+03      2.1947e-03
    2.5508    29.2213      5.6400e-04           5.3126e+03      3.3482e-03
    2.5643    29.2067      7.2400e-04           5.3240e+03      4.3023e-03
    2.5778    29.1896      6.8500e-04           5.3370e+03      4.0753e-03
    2.5914    29.1700      5.5500e-04           5.3520e+03      3.3064e-03
    2.6049    29.1479      4.7400e-04           5.3677e+03      2.8281e-03
    2.6185    29.1234      5.3800e-04           5.3821e+03      3.2153e-03
    2.6320    29.0966      5.7200e-04           5.3950e+03      3.4249e-03
    2.6456    29.0677      7.1400e-04           5.4026e+03      4.2836e-03
    2.6591    29.0369      6.6600e-04           5.4185e+03      4.0041e-03
    2.6726    29.0046      5.6100e-04           5.4355e+03      3.3803e-03
    2.6862    28.9767      4.3800e-04           5.4543e+03      2.6443e-03
    2.6997    28.9479      3.1800e-04           5.4756e+03      1.9236e-03
    2.7133    28.9184      3.0900e-04           5.5087e+03      1.8730e-03
    2.7268    28.8882      1.5600e-04           5.5370e+03      9.4758e-04
    2.7404    28.8577      2.0000e-04           5.5666e+03      1.2174e-03
    2.7539    28.8270      3.3700e-04           5.5975e+03      2.0557e-03
    2.7675    28.7963      4.1800e-04           5.6303e+03      2.5552e-03
    2.7810    28.7661      3.1600e-04           5.6639e+03      1.9358e-03
    2.7945    28.7365      2.9200e-04           5.6998e+03      1.7924e-03
    2.8081    28.7080      3.0800e-04           5.7374e+03      1.8944e-03
    2.8216    28.6808      3.5000e-04           5.7754e+03      2.1568e-03
    2.8352    28.6553      3.6400e-04           5.8135e+03      2.2471e-03
    2.8487    28.6318      4.6000e-04           5.8515e+03      2.8444e-03
    2.8623    28.6107      5.2200e-04           5.8894e+03      3.2325e-03
    2.8758    28.5923      8.1800e-04           5.9174e+03      5.0721e-03
    2.8893    28.5769      1.2480e-03           5.9565e+03      7.7467e-03
    2.9029    28.5646      2.0450e-03           5.9942e+03      1.2705e-02
    2.9164    28.5557      1.9820e-03           6.0301e+03      1.2321e-02
    2.9300    28.5503      1.3120e-03           6.0637e+03      8.1591e-03
    2.9435    28.5485      1.7900e-04           6.0942e+03      1.1133e-03
    2.9760    28.5423      1.6860e-03           6.0267e+03      1.0491e-02
    3.0085    28.5240      7.3900e-04           5.9998e+03      4.6042e-03
    3.0409    28.4941      5.6800e-04           5.8513e+03      3.5462e-03
    3.0734    28.4536      2.5100e-04           5.7774e+03      1.5716e-03
    3.1059    28.4042      1.6200e-04           5.6921e+03      1.0178e-03
    3.1384    28.3479      1.0800e-04           5.5936e+03      6.8126e-04
    3.1708    28.2879      5.4000e-05           5.4825e+03      3.4208e-04
    3.2033    28.2279      2.9000e-05           5.3629e+03      1.8449e-04
    3.2358    28.1722      2.1000e-05           5.2375e+03      1.3412e-04
    3.2683    28.1262      1.6000e-05           5.1088e+03      1.0252e-04
    3.3007    28.0951      3.2000e-05           4.9809e+03      2.0550e-04
    3.3332    28.0845      2.6000e-05           4.8572e+03      1.6710e-04
    3.3657    28.0991      3.8000e-05           4.7418e+03      2.4397e-04
    3.3981    28.1422      5.9000e-05           4.6394e+03      3.7763e-04
    3.4306    28.2157      9.2000e-05           4.5536e+03      5.8578e-04
    3.4631    28.3193      1.3200e-04           4.4898e+03      8.3433e-04
    3.4956    28.4507      2.2200e-04           4.4494e+03      1.3903e-03
    3.5280    28.6061      3.7400e-04           4.4331e+03      2.3168e-03
    3.5605    28.7805      5.9600e-04           4.4414e+03      3.6474e-03
    3.5930    28.9061      1.2200e-04           6.0408e+03      7.4013e-04
    3.6255    28.8697      6.4700e-04           6.0098e+03      3.9350e-03
    3.6579    28.8709      4.1500e-04           5.9800e+03      2.5238e-03
    3.6904    28.9121      5.4000e-04           5.9507e+03      3.2746e-03
    3.7229    28.9926      9.3500e-04           5.9241e+03      5.6385e-03
    3.7554    29.1077      3.5800e-04           5.8999e+03      2.1419e-03
    3.7878    29.2502      5.1500e-04           5.8817e+03      3.0513e-03
    3.8203    29.4117      1.4000e-04           5.8679e+03      8.2039e-04
    3.8528    29.5841      9.7000e-05           5.8590e+03      5.6180e-04
    3.8852    29.7599      8.6000e-05           5.8509e+03      4.9223e-04
    3.9177    29.7681      3.6000e-04           6.2546e+03      2.0594e-03
    3.9502    29.6532      3.3900e-04           6.2242e+03      1.9543e-03
    3.9827    29.5279      2.5900e-04           6.1812e+03      1.5058e-03
    4.0151    29.3927      1.5800e-04           6.1335e+03      9.2706e-04
    4.0476    29.2474      2.2900e-04           6.0821e+03      1.3570e-03
    4.0801    29.0921      3.4800e-04           6.0292e+03      2.0843e-03
    4.1126    28.9269      2.3600e-04           5.9741e+03      1.4297e-03
    4.1450    28.7521      2.5900e-04           5.9173e+03      1.5881e-03
    4.1775    28.5684      2.7200e-04           5.8570e+03      1.6894e-03
    4.2100    28.3769      2.2300e-04           5.7932e+03      1.4038e-03
    4.2424    28.1791      1.4900e-04           5.7271e+03      9.5118e-04

    0.0000    30.5491      3.5000e-05           7.2196e+03      1.9011e-04
    0.0250    30.5477      7.7660e-03           7.1838e+03      4.2186e-02
    0.0499    30.5438      7.0190e-03           7.1395e+03      3.8138e-02
    0.0749    30.5377      3.5050e-03           7.0897e+03      1.9052e-02
    0.0998    30.5298      2.3730e-03           7.0356e+03      1.2906e-02
    0.1248    30.5204      1.5460e-03           6.9761e+03      8.4132e-03
    0.1498    30.5094      9.3900e-04           6.9104e+03      5.1136e-03
    0.1747    30.4968      7.7800e-04           6.8346e+03      4.2403e-03
    0.1997    30.4823      6.5100e-04           6.7460e+03      3.5515e-03
    0.2246    30.4655      5.3200e-04           6.6436e+03      2.9055e-03
    0.2496    30.4460      6.4000e-04           6.5281e+03      3.4999e-03
    0.2746    30.4233      6.9600e-04           6.4005e+03      3.8118e-03
    0.2995    30.3970      9.6900e-04           6.2633e+03      5.3161e-03
    0.3245    30.3668      1.1250e-03           6.1227e+03      6.1842e-03
    0.3494    30.3323      1.0960e-03           5.9837e+03      6.0385e-03
    0.3744    30.2933      1.1490e-03           5.8545e+03      6.3468e-03
    0.3993    30.2495      1.4280e-03           5.7376e+03      7.9108e-03
    0.4243    30.2010      1.0420e-03           5.6367e+03      5.7910e-03
    0.4493    30.1476      8.2500e-04           5.5557e+03      4.6013e-03
    0.4742    30.0894      9.1800e-04           5.4928e+03      5.1398e-03
    0.4992    30.0264      6.9400e-04           5.4458e+03      3.9020e-03
    0.5241    29.9590      7.5300e-04           5.4129e+03      4.2528e-03
    0.5491    29.8876      4.2900e-04           5.3944e+03      2.4345e-03
    0.5741    29.8127      3.2500e-04           5.3844e+03      1.8536e-03
    0.5990    29.7353      1.8700e-04           5.3830e+03      1.0721e-03
    0.6240    29.6565      9.5000e-05           5.3871e+03      5.4754e-04
    0.6489    29.5779      7.8000e-05           5.3978e+03      4.5195e-04
    0.6739    29.5013      7.2000e-05           5.4115e+03      4.1935e-04
    0.6989    29.4289      7.4000e-05           5.4269e+03      4.3313e-04
    0.7238    29.3634      7.4000e-05           5.4423e+03      4.3506e-04
    0.7488    29.3076      8.6000e-05           5.4546e+03      5.0754e-04
    0.7737    29.2642      7.7000e-05           5.4595e+03      4.5577e-04
    0.7987    29.2355      9.4000e-05           5.4511e+03      5.5749e-04
    0.8237    29.2224      1.2200e-04           5.4296e+03      7.2420e-04
    0.8486    29.2246      5.8000e-05           5.3919e+03      3.4424e-04
    0.8736    29.2404      7.7000e-05           5.3393e+03      4.5651e-04
    0.8985    29.2669      1.0100e-04           5.2748e+03      5.9772e-04
    0.9235    29.3014      1.1100e-04           5.2032e+03      6.5535e-04
    0.9484    29.3408      1.8300e-04           5.1285e+03      1.0775e-03
    0.9734    29.3824      1.5700e-04           5.0529e+03      9.2184e-04
    0.9984    29.4241      4.6700e-04           4.9772e+03      2.7343e-03
    1.0078    29.4294      3.2300e-04           4.9657e+03      1.8905e-03
    1.0172    29.4348      2.4600e-04           4.9548e+03      1.4393e-03
    1.0266    29.4402      2.7200e-04           4.9435e+03      1.5908e-03
    1.0360    29.4458      3.1400e-04           4.9343e+03      1.8357e-03
    1.0454    29.4513      2.6400e-04           4.9234e+03      1.5429e-03
    1.0548    29.4568      3.4700e-04           4.9126e+03      2.0272e-03
    1.0643    29.4623      2.1700e-04           4.9049e+03      1.2672e-03
    1.0737    29.4676      1.9100e-04           4.8964e+03      1.1150e-03
    1.0831    29.4728      2.1000e-04           4.8887e+03      1.2255e-03
    1.0925    29.4779      2.2900e-04           4.8813e+03      1.3359e-03
    1.1019    29.4828      1.6800e-04           4.8734e+03      9.7972e-04
    1.1113    29.4876      1.7600e-04           4.8672e+03      1.0260e-03
    1.1207    29.4921      2.0100e-04           4.8613e+03      1.1714e-03
    1.1302    29.4965      2.0200e-04           4.8545e+03      1.1769e-03
    1.1396    29.5006      2.2300e-04           4.8490e+03      1.2989e-03
    1.1490    29.5046      1.7400e-04           4.8446e+03      1.0132e-03
    1.1584    29.5083      1.5000e-04           4.8395e+03      8.7324e-04
    1.1678    29.5118      1.4000e-04           4.8352e+03      8.1483e-04
    1.1772    29.5150      1.4900e-04           4.8307e+03      8.6702e-04
    1.1866    29.5180      1.1700e-04           4.8265e+03      6.8068e-04
    1.1960    29.5207      9.9000e-05           4.8228e+03      5.7585e-04
    1.2055    29.5232      6.1000e-05           4.8204e+03      3.5476e-04
    1.2149    29.5254      1.1600e-04           4.8165e+03      6.7452e-04
    1.2243    29.5273      1.5600e-04           4.8143e+03      9.0700e-04
    1.2337    29.5289      5.8000e-05           4.8124e+03      3.3718e-04
    1.2431    29.5303      8.7000e-05           4.8103e+03      5.0572e-04
    1.2525    29.5313      2.9000e-05           4.8094e+03      1.6856e-04
    1.2619    29.5321      8.4000e-05           4.8076e+03      4.8823e-04
    1.2714    29.5326      8.3000e-05           4.8071e+03      4.8240e-04
    1.2808    29.5327      1.3000e-05           4.8076e+03      7.5556e-05
    1.2878    29.5326      6.4000e-05           4.8073e+03      3.7197e-04
    1.2949    29.5324      6.5000e-05           4.8073e+03      3.7779e-04
    1.3020    29.5319      9.4000e-05           4.8077e+03      5.4636e-04
    1.3090    29.5313      2.9000e-05           4.8094e+03      1.6856e-04
    1.3161    29.5306      9.0000e-05           4.8102e+03      5.2315e-04
    1.3231    29.5297      5.2000e-05           4.8117e+03      3.0228e-04
    1.3302    29.5286      7.2000e-05           4.8131e+03      4.1858e-04
    1.3373    29.5273      1.5600e-04           4.8143e+03      9.0700e-04
    1.3443    29.5259      1.6400e-04           4.8159e+03      9.5360e-04
    1.3514    29.5243      8.6000e-05           4.8181e+03      5.0011e-04
    1.3584    29.5226      8.0000e-05           4.8209e+03      4.6528e-04
    1.3655    29.5207      9.9000e-05           4.8228e+03      5.7585e-04
    1.3726    29.5187      1.0900e-04           4.8251e+03      6.3411e-04
    1.3796    29.5165      1.2900e-04           4.8276e+03      7.5057e-04
    1.3867    29.5142      1.3000e-04           4.8320e+03      7.5650e-04
    1.3937    29.5118      1.4000e-04           4.8352e+03      8.1483e-04
    1.4008    29.5092      1.4400e-04           4.8381e+03      8.3826e-04
    1.4079    29.5065      1.5900e-04           4.8420e+03      9.2575e-04
    1.4149    29.5036      1.9200e-04           4.8457e+03      1.1181e-03
    1.4220    29.5006      2.2300e-04           4.8490e+03      1.2989e-03
    1.4290    29.4976      1.7700e-04           4.8529e+03      1.0312e-03
    1.4361    29.4943      1.6100e-04           4.8580e+03      9.3817e-04
    1.4432    29.4910      2.0300e-04           4.8624e+03      1.1832e-03
    1.4502    29.4876      1.7600e-04           4.8672e+03      1.0260e-03
    1.4573    29.4840      1.7800e-04           4.8716e+03      1.0380e-03
    1.4643    29.4804      2.4500e-04           4.8775e+03      1.4290e-03
    1.4714    29.4766      2.0800e-04           4.8832e+03      1.2135e-03
    1.4785    29.4728      2.1000e-04           4.8887e+03      1.2255e-03
    1.4855    29.4689      2.0600e-04           4.8945e+03      1.2025e-03
    1.4926    29.4649      2.3100e-04           4.9011e+03      1.3488e-03
    1.4996    29.4609      2.1700e-04           4.9072e+03      1.2674e-03
    1.5067    29.4568      3.4700e-04           4.9126e+03      2.0272e-03
    1.5138    29.4527      2.4700e-04           4.9202e+03      1.4434e-03
    1.5208    29.4485      3.3300e-04           4.9283e+03      1.9465e-03
