  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    0.0998    31.1484      1.9218e-02           4.7356e+03      1.0041e-01
    0.1248    31.1688      1.5918e-02           4.7237e+03      8.3057e-02
    0.1498    31.1905      1.3525e-02           4.7227e+03      7.0473e-02
    0.1747    31.2119      1.0259e-02           4.7324e+03      5.3382e-02
    0.1997    31.2315      7.2380e-03           4.7485e+03      3.7615e-02
    0.2246    31.2479      6.4950e-03           4.7701e+03      3.3718e-02
    0.2496    31.2588      3.6050e-03           4.1653e+03      1.8702e-02
    0.2746    31.2440      2.0660e-03           3.5627e+03      1.0728e-02
    0.2995    31.2280      1.9680e-03           3.6124e+03      1.0230e-02
    0.3245    31.2122      2.5610e-03           3.6735e+03      1.3326e-02
    0.3494    31.1975      2.7500e-03           3.7378e+03      1.4323e-02
    0.3744    31.1845      2.4950e-03           3.7977e+03      1.3005e-02
    0.3993    31.1735      2.5600e-03           3.8476e+03      1.3354e-02
    0.4243    31.1649      2.3700e-03           3.8855e+03      1.2369e-02
    0.4493    31.1507      4.8790e-03           4.4381e+03      2.5487e-02
    0.4742    31.1161      4.2410e-03           4.9780e+03      2.2204e-02
    0.4992    31.0791      4.6500e-03           4.9853e+03      2.4403e-02
    0.5241    31.0403      3.8380e-03           4.9897e+03      2.0192e-02
    0.5491    31.0000      2.6700e-03           4.9888e+03      1.4084e-02
    0.5741    30.9587      2.0770e-03           4.9851e+03      1.0985e-02
    0.5990    30.9167      1.5080e-03           4.9740e+03      7.9973e-03
    0.6240    30.8743      1.1270e-03           4.9598e+03      5.9932e-03
    0.6489    30.8316      8.9100e-04           4.9394e+03      4.7513e-03
    0.6739    30.7889      7.9100e-04           4.9134e+03      4.2298e-03
    0.6989    30.7463      5.5400e-04           4.8819e+03      2.9707e-03
    0.7238    30.7041      7.9300e-04           4.8452e+03      4.2639e-03
    0.7488    30.6625      7.1100e-04           4.8028e+03      3.8334e-03
    0.7737    30.6218      4.9300e-04           4.7549e+03      2.6651e-03
    0.7987    30.5822      4.7900e-04           4.7011e+03      2.5961e-03
    0.8237    30.5440      6.3700e-04           4.6402e+03      3.4611e-03
    0.8486    30.5074      3.0800e-04           4.5742e+03      1.6775e-03
    0.8736    30.4727      4.4500e-04           4.5009e+03      2.4292e-03
    0.8985    30.4401      6.8500e-04           4.4212e+03      3.7474e-03
    0.9235    30.4099      3.1000e-04           4.3382e+03      1.6993e-03
    0.9484    30.3823      4.3100e-04           4.2526e+03      2.3668e-03
    0.9734    30.3576      4.6300e-04           4.1676e+03      2.5467e-03
    0.9984    30.3361      5.0300e-04           4.0847e+03      2.7706e-03
    1.0078    30.3344      6.8800e-04           4.0739e+03      3.7901e-03
    1.0172    30.3328      9.1500e-04           4.0622e+03      5.0411e-03
    1.0266    30.3314      6.2600e-04           4.0503e+03      3.4492e-03
    1.0360    30.3302      6.6400e-04           4.0384e+03      3.6589e-03
    1.0454    30.3291      5.9100e-04           4.0243e+03      3.2569e-03
    1.0548    30.3281      5.8400e-04           4.0101e+03      3.2185e-03
    1.0643    30.3272      4.8300e-04           3.9962e+03      2.6620e-03
    1.0737    30.3264      6.1300e-04           3.9815e+03      3.3787e-03
    1.0831    30.3258      3.1500e-04           3.9668e+03      1.7363e-03
    1.0925    30.3252      4.9400e-04           3.9521e+03      2.7230e-03
    1.1019    30.3247      6.0500e-04           3.9376e+03      3.3350e-03
    1.1113    30.3243      4.8800e-04           3.9229e+03      2.6901e-03
    1.1207    30.3239      5.5100e-04           3.9090e+03      3.0375e-03
    1.1302    30.3236      4.5200e-04           3.8938e+03      2.4918e-03
    1.1396    30.3233      5.8500e-04           3.8801e+03      3.2250e-03
    1.1490    30.3231      6.8500e-04           3.8663e+03      3.7764e-03
    1.1584    30.3229      4.4600e-04           3.8539e+03      2.4588e-03
    1.1678    30.3227      2.2600e-04           3.8417e+03      1.2460e-03
    1.1772    30.3226      2.6500e-04           3.8305e+03      1.4610e-03
    1.1866    30.3224      2.8000e-04           3.8202e+03      1.5437e-03
    1.1960    30.3223      2.2600e-04           3.8114e+03      1.2460e-03
    1.2055    30.3222      2.2300e-04           3.8024e+03      1.2295e-03
    1.2149    30.3221      2.6200e-04           3.7947e+03      1.4445e-03
    1.2243    30.3221      3.9200e-04           3.7877e+03      2.1612e-03
    1.2337    30.3220      2.2900e-04           3.7828e+03      1.2626e-03
    1.2431    30.3220      2.2200e-04           3.7778e+03      1.2240e-03
    1.2525    30.3219      1.9700e-04           3.7741e+03      1.0861e-03
    1.2619    30.3219      1.7700e-04           3.7719e+03      9.7587e-04
    1.2714    30.3219      1.3100e-04           3.7704e+03      7.2225e-04
    1.2808    30.3219      5.2000e-05           3.7715e+03      2.8670e-04
    1.2878    30.3219      1.2000e-04           3.7701e+03      6.6160e-04
    1.2949    30.3219      1.9700e-04           3.7711e+03      1.0861e-03
    1.3020    30.3219      1.7600e-04           3.7721e+03      9.7035e-04
    1.3090    30.3219      1.9700e-04           3.7741e+03      1.0861e-03
    1.3161    30.3219      2.4100e-04           3.7771e+03      1.3287e-03
    1.3231    30.3220      2.7400e-04           3.7799e+03      1.5107e-03
    1.3302    30.3220      2.2400e-04           3.7838e+03      1.2350e-03
    1.3373    30.3221      3.9200e-04           3.7877e+03      2.1612e-03
    1.3443    30.3221      3.0400e-04           3.7931e+03      1.6760e-03
    1.3514    30.3222      2.9500e-04           3.7983e+03      1.6264e-03
    1.3584    30.3222      2.1200e-04           3.8052e+03      1.1688e-03
    1.3655    30.3223      2.2600e-04           3.8114e+03      1.2460e-03
    1.3726    30.3224      2.8500e-04           3.8178e+03      1.5713e-03
    1.3796    30.3225      2.9500e-04           3.8253e+03      1.6264e-03
    1.3867    30.3226      3.2000e-04           3.8332e+03      1.7642e-03
    1.3937    30.3227      2.2600e-04           3.8417e+03      1.2460e-03
    1.4008    30.3228      4.7900e-04           3.8511e+03      2.6407e-03
    1.4079    30.3230      4.0200e-04           3.8605e+03      2.2162e-03
    1.4149    30.3231      6.4400e-04           3.8696e+03      3.5503e-03
    1.4220    30.3233      5.8500e-04           3.8801e+03      3.2250e-03
    1.4290    30.3235      4.7500e-04           3.8908e+03      2.6186e-03
    1.4361    30.3237      5.3200e-04           3.9012e+03      2.9328e-03
    1.4432    30.3240      6.6400e-04           3.9124e+03      3.6604e-03
    1.4502    30.3243      4.8800e-04           3.9229e+03      2.6901e-03
    1.4573    30.3246      5.5300e-04           3.9341e+03      3.0484e-03
    1.4643    30.3249      6.5400e-04           3.9447e+03      3.6050e-03
    1.4714    30.3253      4.6600e-04           3.9554e+03      2.5687e-03
    1.4785    30.3258      3.1500e-04           3.9668e+03      1.7363e-03
    1.4855    30.3263      4.7000e-04           3.9780e+03      2.5905e-03
    1.4926    30.3268      5.5200e-04           3.9885e+03      3.0424e-03
    1.4996    30.3274      4.9000e-04           3.9994e+03      2.7006e-03
    1.5067    30.3281      5.8400e-04           4.0101e+03      3.2185e-03
    1.5138    30.3288      5.9200e-04           4.0204e+03      3.2624e-03
    1.5208    30.3296      4.8600e-04           4.0314e+03      2.6781e-03
    1.5279    30.3305      7.0500e-04           4.0415e+03      3.8847e-03
    1.5349    30.3314      6.2600e-04           4.0503e+03      3.4492e-03
    1.5420    30.3325      7.8400e-04           4.0598e+03      4.3195e-03
    1.5491    30.3336      6.7600e-04           4.0680e+03      3.7242e-03
    1.5561    30.3348      5.9000e-04           4.0766e+03      3.2501e-03
    1.5632    30.3361      5.0300e-04           4.0847e+03      2.7706e-03
    1.5841    30.3564      6.2000e-04           4.1690e+03      3.4105e-03
    1.6051    30.3794      4.2800e-04           4.2578e+03      2.3508e-03
    1.6261    30.4049      5.4200e-04           4.3508e+03      2.9720e-03
    1.6470    30.4328      4.5900e-04           4.4449e+03      2.5122e-03
    1.6680    30.4630      4.7000e-04           4.5398e+03      2.5673e-03
    1.6890    30.4952      4.7200e-04           4.6319e+03      2.5728e-03
    1.7099    30.5295      4.8900e-04           4.7208e+03      2.6595e-03
    1.7309    30.5657      6.3900e-04           4.8069e+03      3.4671e-03
    1.7519    30.6037      4.7600e-04           4.8889e+03      2.5763e-03
    1.7728    30.6433      1.0480e-03           4.9665e+03      5.6574e-03
    1.7938    30.6844      1.2150e-03           5.0398e+03      6.5414e-03
    1.8148    30.7270      1.5820e-03           5.1082e+03      8.4937e-03
    1.8357    30.7709      1.6380e-03           5.1701e+03      8.7693e-03
    1.8567    30.8160      2.2810e-03           5.2257e+03      1.2176e-02
    1.8777    30.8621      1.4420e-03           5.2737e+03      7.6744e-03
    1.8986    30.9092      2.5620e-03           5.3146e+03      1.3594e-02
    1.9196    30.9571      2.4360e-03           5.3502e+03      1.2885e-02
    1.9405    31.0056      2.3540e-03           5.3781e+03      1.2412e-02
    1.9615    31.0312      4.0700e-04           3.7672e+03      2.1425e-03
    1.9825    31.0112      5.1500e-04           3.7560e+03      2.7146e-03
    2.0034    30.9926      5.5300e-04           3.7507e+03      2.9184e-03
    2.0244    30.9756      4.7900e-04           3.7504e+03      2.5306e-03
    2.0454    30.9600      7.0100e-04           3.7540e+03      3.7072e-03
    2.0663    30.9461      6.5000e-04           3.7616e+03      3.4406e-03
    2.0873    30.9336      7.1800e-04           3.7748e+03      3.8036e-03
    2.1083    30.9227      5.9800e-04           3.7923e+03      3.1701e-03
    2.1292    30.9132      1.2780e-03           3.8152e+03      6.7791e-03
    2.1502    30.9049      8.7900e-04           3.8427e+03      4.6651e-03
    2.1712    30.8979      1.0580e-03           3.8741e+03      5.6177e-03
    2.1921    30.8920      2.3920e-03           3.9074e+03      1.2706e-02
    2.2131    30.8870      1.6860e-03           3.9440e+03      8.9585e-03
    2.2341    30.8829      3.4350e-03           3.9794e+03      1.8257e-02
    2.2550    30.8795      1.8420e-03           4.0149e+03      9.7922e-03
    2.2760    30.8767      2.1920e-03           4.0475e+03      1.1655e-02
    2.2970    30.8745      1.7020e-03           4.0781e+03      9.0509e-03
    2.3179    30.8728      3.3560e-03           4.1064e+03      1.7848e-02
    2.3389    30.8715      3.3400e-03           4.1324e+03      1.7765e-02
    2.3598    30.8706      3.5100e-03           4.1555e+03      1.8670e-02
    2.3808    30.8700      4.5650e-03           4.1692e+03      2.4283e-02
    2.4018    30.8693      4.5560e-03           4.1792e+03      2.4236e-02
    2.4153    30.8853      4.4630e-03           4.0890e+03      2.3717e-02
    2.4289    30.9017      5.6620e-03           4.0006e+03      3.0056e-02
    2.4424    30.9184      3.8710e-03           3.9141e+03      2.0527e-02
    2.4560    30.9353      4.8850e-03           3.8304e+03      2.5875e-02
    2.4695    30.9527      4.0060e-03           3.7494e+03      2.1196e-02
    2.4830    30.9704      3.9070e-03           3.6709e+03      2.0648e-02
    2.4966    30.9885      4.7950e-03           3.5946e+03      2.5311e-02
    2.5101    31.0070      4.7120e-03           3.5207e+03      2.4844e-02
    2.5237    31.0260      4.7330e-03           3.4487e+03      2.4924e-02
    2.5372    31.0456      4.2000e-03           3.3782e+03      2.2089e-02
    2.5508    31.0658      3.6220e-03           3.3093e+03      1.9025e-02
    2.5643    31.0865      4.1830e-03           3.2417e+03      2.1942e-02
    2.5778    31.1080      3.3630e-03           3.1758e+03      1.7616e-02
    2.5914    31.1301      3.1670e-03           3.1123e+03      1.6566e-02
    2.6049    31.1529      3.3240e-03           3.0515e+03      1.7362e-02
    2.6185    31.1764      4.1940e-03           2.9925e+03      2.1873e-02
    2.6320    31.2006      2.8330e-03           2.9361e+03      1.4752e-02
    2.6456    31.2253      2.7880e-03           2.8817e+03      1.4495e-02
    2.6591    31.2506      3.0710e-03           2.8294e+03      1.5940e-02
    2.6726    31.2764      3.3840e-03           2.7796e+03      1.7536e-02
    2.6862    31.3025      3.3940e-03           2.7322e+03      1.7558e-02
    2.6997    31.3289      2.5300e-03           2.6876e+03      1.3067e-02
    2.7133    31.3553      3.0870e-03           2.6457e+03      1.5916e-02
    2.7268    31.3816      2.2490e-03           2.6063e+03      1.1576e-02
    2.7404    31.4077      2.9130e-03           2.5699e+03      1.4969e-02
    2.7539    31.4333      3.2140e-03           2.5366e+03      1.6489e-02
    2.7675    31.4582      3.5920e-03           2.5086e+03      1.8399e-02
    2.7810    31.4817      3.2110e-03           2.5514e+03      1.6423e-02
    2.7945    31.4555      1.3282e-02           4.8584e+03      6.8046e-02
    2.8081    31.4066      1.3675e-02           4.8614e+03      7.0277e-02
    2.8216    31.3584      1.4515e-02           4.8526e+03      7.4824e-02
    2.8352    31.3120      1.6495e-02           4.8450e+03      8.5283e-02
    2.8487    31.2682      1.6823e-02           4.8387e+03      8.7222e-02
    2.8623    31.2281      2.6868e-02           4.8323e+03      1.3966e-01
    2.8758    31.1925      2.1687e-02           4.8302e+03      1.1299e-01
    2.8893    31.1622      2.5944e-02           4.8315e+03      1.3543e-01
    2.9029    31.1378      3.5531e-02           4.8359e+03      1.8576e-01
    2.9164    31.1199      3.8507e-02           4.8440e+03      2.0155e-01
    2.9300    31.1091      2.1877e-02           4.8558e+03      1.1459e-01
    2.9435    31.1055      1.2690e-02           4.8724e+03      6.6484e-02
    2.9760    31.1076      4.2572e-02           4.8025e+03      2.2301e-01
    3.0085    31.1140      2.7054e-02           4.7269e+03      1.4166e-01
    3.0409    31.1244      8.9360e-03           4.7947e+03      4.6760e-02
    3.0734    31.1381      4.2270e-03           4.7971e+03      2.2099e-02
    3.1059    31.1512      1.9070e-03           4.4908e+03      9.9616e-03
    3.1384    31.1491      6.0300e-04           4.0444e+03      3.1503e-03
    3.1708    31.1348      2.2800e-04           3.9457e+03      1.1923e-03
    3.2033    31.1133      1.0700e-04           3.9436e+03      5.6030e-04
    3.2358    31.0870      6.7000e-05           3.9937e+03      3.5144e-04
    3.2683    31.0574      5.9000e-05           4.0753e+03      3.1006e-04
    3.3007    31.0254      7.2000e-05           4.1739e+03      3.7916e-04
    3.3332    30.9914      1.6400e-04           4.2777e+03      8.6555e-04
    3.3657    30.9555      3.2500e-04           4.3784e+03      1.7192e-03
    3.3981    30.9177      5.7000e-04           4.4722e+03      3.0227e-03
    3.4306    30.8776      6.9900e-04           4.5551e+03      3.7164e-03
    3.4631    30.8350      8.9600e-04           4.6241e+03      4.7769e-03
    3.4956    30.7897      1.2860e-03           4.6803e+03      6.8764e-03
    3.5280    30.7412      2.2030e-03           4.7214e+03      1.1817e-02
    3.5605    30.6894      3.3700e-03           4.7468e+03      1.8138e-02
    3.5930    30.6342      2.5240e-03           4.7571e+03      1.3633e-02
    3.6255    30.5756      7.5390e-03           4.7545e+03      4.0878e-02
    3.6579    30.5138      8.9140e-03           4.7432e+03      4.8530e-02
    3.6904    30.4494      6.2290e-03           4.7273e+03      3.4056e-02
    3.7229    30.3843      4.0920e-03           4.7108e+03      2.2468e-02
    3.7554    30.3252      3.3170e-03           4.6793e+03      1.8284e-02
    3.7878    30.2993      2.4400e-03           4.5012e+03      1.3473e-02
    3.8203    30.3605      1.3920e-03           4.1073e+03      7.6551e-03
    3.8528    30.4758      8.9600e-04           3.9478e+03      4.8902e-03
    3.8852    30.5962      7.9100e-04           3.9199e+03      4.2832e-03
    3.9177    30.7079      1.0400e-03           3.9238e+03      5.5907e-03
    3.9502    30.8072      9.6700e-04           3.9265e+03      5.1648e-03
    3.9827    30.8929      5.8700e-04           3.9148e+03      3.1178e-03
    4.0151    30.9643      6.1600e-04           3.8916e+03      3.2568e-03
    4.0476    31.0214      1.5470e-03           3.8708e+03      8.1489e-03
    4.0801    31.0640      2.6630e-03           3.8477e+03      1.3989e-02
    4.1126    31.0920      1.2880e-03           3.8207e+03      6.7538e-03
    4.1450    31.1053      1.2480e-03           3.7917e+03      6.5385e-03
    4.1775    31.1038      8.4200e-04           3.7628e+03      4.4118e-03
    4.2100    31.0873      1.6190e-03           3.7359e+03      8.4920e-03
    4.2424    31.0557      1.6620e-03           3.7125e+03      8.7353e-03

    0.0000    31.1055      1.2690e-02           4.8724e+03      6.6484e-02
    0.0250    31.1134      3.3514e-02           4.8196e+03      1.7549e-01
    0.0499    31.1357      2.7803e-02           4.7473e+03      1.4538e-01
    0.0749    31.1689      2.0982e-02           4.6486e+03      1.0948e-01
    0.0998    31.2066      1.0018e-02           4.4915e+03      5.2146e-02
    0.1248    31.2413      6.1740e-03           4.2666e+03      3.2066e-02
    0.1498    31.2661      3.5830e-03           4.0079e+03      1.8579e-02
    0.1747    31.2781      3.0490e-03           3.7815e+03      1.5798e-02
    0.1997    31.2789      2.5940e-03           3.6281e+03      1.3440e-02
    0.2246    31.2716      2.0330e-03           3.5531e+03      1.0538e-02
    0.2496    31.2602      3.6050e-03           4.1653e+03      1.8700e-02
    0.2746    31.2665      7.2100e-03           4.8222e+03      3.7386e-02
    0.2995    31.2671      6.9900e-03           4.8474e+03      3.6244e-02
    0.3245    31.2616      7.2520e-03           4.8700e+03      3.7615e-02
    0.3494    31.2499      7.9530e-03           4.8932e+03      4.1282e-02
    0.3744    31.2324      7.3330e-03           4.9150e+03      3.8107e-02
    0.3993    31.2095      6.1230e-03           4.9351e+03      3.1866e-02
    0.4243    31.1820      8.6100e-03           4.9525e+03      4.4887e-02
    0.4493    31.1588      4.8790e-03           4.4381e+03      2.5474e-02
    0.4742    31.1554      2.3690e-03           3.9217e+03      1.2372e-02
    0.4992    31.1547      2.2170e-03           3.9259e+03      1.1578e-02
    0.5241    31.1569      2.2180e-03           3.9235e+03      1.1582e-02
    0.5491    31.1619      1.7210e-03           3.9165e+03      8.9839e-03
    0.5741    31.1696      1.2050e-03           3.9083e+03      6.2872e-03
    0.5990    31.1797      8.1500e-04           3.8987e+03      4.2496e-03
    0.6240    31.1921      4.9000e-04           3.8909e+03      2.5529e-03
    0.6489    31.2062      2.6700e-04           3.8850e+03      1.3898e-03
    0.6739    31.2216      1.7200e-04           3.8829e+03      8.9443e-04
    0.6989    31.2380      1.1800e-04           3.8859e+03      6.1298e-04
    0.7238    31.2547      1.5300e-04           3.8948e+03      7.9395e-04
    0.7488    31.2713      1.6400e-04           3.9086e+03      8.5012e-04
    0.7737    31.2875      1.6200e-04           3.9291e+03      8.3889e-04
    0.7987    31.3030      1.4200e-04           3.9545e+03      7.3459e-04
    0.8237    31.3177      7.9000e-05           3.9839e+03      4.0830e-04
    0.8486    31.3315      8.4000e-05           4.0162e+03      4.3376e-04
    0.8736    31.3446      1.4200e-04           4.0487e+03      7.3264e-04
    0.8985    31.3572      2.9600e-04           4.0795e+03      1.5260e-03
    0.9235    31.3694      2.2600e-04           4.1094e+03      1.1642e-03
    0.9484    31.3814      4.8400e-04           4.1368e+03      2.4913e-03
    0.9734    31.3935      4.7800e-04           4.1621e+03      2.4585e-03
    0.9984    31.4057      6.6000e-04           4.1839e+03      3.3920e-03
    1.0078    31.4074      4.8900e-04           4.1858e+03      2.5129e-03
    1.0172    31.4094      6.1300e-04           4.1866e+03      3.1497e-03
    1.0266    31.4118      7.6400e-04           4.1868e+03      3.9250e-03
    1.0360    31.4144      5.3900e-04           4.1872e+03      2.7686e-03
    1.0454    31.4173      3.8400e-04           4.1841e+03      1.9721e-03
    1.0548    31.4204      7.0600e-04           4.1805e+03      3.6250e-03
    1.0643    31.4238      4.2100e-04           4.1774e+03      2.1612e-03
    1.0737    31.4273      4.5900e-04           4.1727e+03      2.3557e-03
    1.0831    31.4310      4.2000e-04           4.1677e+03      2.1551e-03
    1.0925    31.4349      3.1300e-04           4.1627e+03      1.6056e-03
    1.1019    31.4388      2.4000e-04           4.1577e+03      1.2309e-03
    1.1113    31.4428      3.5000e-04           4.1520e+03      1.7946e-03
    1.1207    31.4468      2.5600e-04           4.1468e+03      1.3123e-03
    1.1302    31.4508      2.7100e-04           4.1395e+03      1.3888e-03
    1.1396    31.4547      2.1000e-04           4.1339e+03      1.0759e-03
    1.1490    31.4585      2.3400e-04           4.1275e+03      1.1986e-03
    1.1584    31.4622      2.0800e-04           4.1220e+03      1.0652e-03
    1.1678    31.4658      1.5100e-04           4.1167e+03      7.7309e-04
    1.1772    31.4691      1.3100e-04           4.1121e+03      6.7055e-04
    1.1866    31.4723      1.0000e-04           4.1078e+03      5.1177e-04
    1.1960    31.4752      9.8000e-05           4.1049e+03      5.0144e-04
    1.2055    31.4779      9.7000e-05           4.1010e+03      4.9624e-04
    1.2149    31.4803      7.1000e-05           4.0981e+03      3.6317e-04
    1.2243    31.4824      7.4000e-05           4.0950e+03      3.7847e-04
    1.2337    31.4842      7.6000e-05           4.0936e+03      3.8865e-04
    1.2431    31.4857      5.3000e-05           4.0916e+03      2.7101e-04
    1.2525    31.4868      4.4000e-05           4.0902e+03      2.2497e-04
    1.2619    31.4877      8.4000e-05           4.0898e+03      4.2946e-04
    1.2714    31.4882      6.7000e-05           4.0893e+03      3.4254e-04
    1.2808    31.4883      1.9000e-05           4.0910e+03      9.7137e-05
    1.2878    31.4882      6.5000e-05           4.0891e+03      3.3231e-04
    1.2949    31.4879      7.8000e-05           4.0898e+03      3.9878e-04
    1.3020    31.4875      6.6000e-05           4.0897e+03      3.3744e-04
    1.3090    31.4868      4.4000e-05           4.0902e+03      2.2497e-04
    1.3161    31.4860      8.2000e-05           4.0917e+03      4.1928e-04
    1.3231    31.4850      5.2000e-05           4.0924e+03      2.6590e-04
    1.3302    31.4837      7.8000e-05           4.0938e+03      3.9889e-04
    1.3373    31.4824      7.4000e-05           4.0950e+03      3.7847e-04
    1.3443    31.4808      8.5000e-05           4.0975e+03      4.3477e-04
    1.3514    31.4791      7.4000e-05           4.0991e+03      3.7854e-04
    1.3584    31.4772      8.4000e-05           4.1027e+03      4.2975e-04
    1.3655    31.4752      9.8000e-05           4.1049e+03      5.0144e-04
    1.3726    31.4730      8.1000e-05           4.1070e+03      4.1451e-04
    1.3796    31.4707      1.4600e-04           4.1099e+03      7.4726e-04
    1.3867    31.4683      1.6200e-04           4.1133e+03      8.2927e-04
    1.3937    31.4658      1.5100e-04           4.1167e+03      7.7309e-04
    1.4008    31.4631      1.6900e-04           4.1212e+03      8.6539e-04
    1.4079    31.4604      1.7500e-04           4.1253e+03      8.9627e-04
    1.4149    31.4576      2.1800e-04           4.1287e+03      1.1167e-03
    1.4220    31.4547      2.1000e-04           4.1339e+03      1.0759e-03
    1.4290    31.4518      2.4000e-04           4.1386e+03      1.2298e-03
    1.4361    31.4488      2.4100e-04           4.1431e+03      1.2352e-03
    1.4432    31.4458      3.4600e-04           4.1480e+03      1.7737e-03
    1.4502    31.4428      3.5000e-04           4.1520e+03      1.7946e-03
    1.4573    31.4398      2.9100e-04           4.1563e+03      1.4923e-03
    1.4643    31.4368      3.9300e-04           4.1601e+03      2.0158e-03
    1.4714    31.4339      3.7700e-04           4.1634e+03      1.9341e-03
    1.4785    31.4310      4.2000e-04           4.1677e+03      2.1551e-03
    1.4855    31.4282      3.9100e-04           4.1717e+03      2.0066e-03
    1.4926    31.4255      5.7500e-04           4.1747e+03      2.9514e-03
    1.4996    31.4229      4.9700e-04           4.1780e+03      2.5515e-03
    1.5067    31.4204      7.0600e-04           4.1805e+03      3.6250e-03
    1.5138    31.4180      3.9500e-04           4.1831e+03      2.0285e-03
    1.5208    31.4158      4.1800e-04           4.1857e+03      2.1469e-03
    1.5279    31.4137      7.7900e-04           4.1872e+03      4.0016e-03
    1.5349    31.4118      7.6400e-04           4.1868e+03      3.9250e-03
    1.5420    31.4100      5.3600e-04           4.1875e+03      2.7540e-03
    1.5491    31.4084      4.7500e-04           4.1863e+03      2.4408e-03
    1.5561    31.4070      5.5200e-04           4.1853e+03      2.8367e-03
    1.5632    31.4057      6.6000e-04           4.1839e+03      3.3920e-03
    1.5841    31.3932      2.2400e-04           4.1633e+03      1.1521e-03
    1.6051    31.3800      1.9900e-04           4.1411e+03      1.0244e-03
    1.6261    31.3662      3.1900e-04           4.1184e+03      1.6436e-03
    1.6470    31.3515      5.7600e-04           4.0938e+03      2.9705e-03
    1.6680    31.3358      1.4900e-04           4.0692e+03      7.6919e-04
    1.6890    31.3191      1.8100e-04           4.0412e+03      9.3538e-04
    1.7099    31.3012      1.6800e-04           4.0128e+03      8.6920e-04
    1.7309    31.2821      1.8300e-04           3.9829e+03      9.4796e-04
    1.7519    31.2618      1.3000e-04           3.9538e+03      6.7429e-04
    1.7728    31.2403      3.6300e-04           3.9251e+03      1.8854e-03
    1.7938    31.2178      4.2400e-04           3.8995e+03      2.2054e-03
    1.8148    31.1945      5.7800e-04           3.8763e+03      3.0109e-03
    1.8357    31.1706      4.8100e-04           3.8556e+03      2.5095e-03
    1.8567    31.1463      8.4200e-04           3.8372e+03      4.3998e-03
    1.8777    31.1221      7.0900e-04           3.8199e+03      3.7106e-03
    1.8986    31.0983      8.0400e-04           3.8038e+03      4.2142e-03
    1.9196    31.0750      9.4800e-04           3.7888e+03      4.9764e-03
    1.9405    31.0526      7.2200e-04           3.7763e+03      3.7955e-03
    1.9615    31.0546      2.6120e-03           5.3993e+03      1.3729e-02
    1.9825    31.1039      2.2730e-03           5.4184e+03      1.1910e-02
    2.0034    31.1531      2.3070e-03           5.4306e+03      1.2050e-02
    2.0244    31.2023      2.0500e-03           5.4377e+03      1.0674e-02
    2.0454    31.2510      9.1600e-04           5.4403e+03      4.7544e-03
    2.0663    31.2991      1.5750e-03           5.4380e+03      8.1498e-03
    2.0873    31.3462      1.1600e-03           5.4329e+03      5.9844e-03
    2.1083    31.3922      2.1370e-03           5.4249e+03      1.0992e-02
    2.1292    31.4367      1.5310e-03           5.4146e+03      7.8529e-03
    2.1502    31.4795      1.8900e-03           5.4036e+03      9.6680e-03
    2.1712    31.5201      1.8690e-03           5.3902e+03      9.5360e-03
    2.1921    31.5585      2.8780e-03           5.3735e+03      1.4648e-02
    2.2131    31.5942      2.3580e-03           5.3582e+03      1.1975e-02
    2.2341    31.6271      2.9500e-03           5.3409e+03      1.4950e-02
    2.2550    31.6567      2.9960e-03           5.3242e+03      1.5154e-02
    2.2760    31.6830      3.1150e-03           5.3084e+03      1.5730e-02
    2.2970    31.7056      3.1160e-03           5.2954e+03      1.5713e-02
    2.3179    31.7244      4.3230e-03           5.2848e+03      2.1774e-02
    2.3389    31.7392      4.2410e-03           5.2794e+03      2.1341e-02
    2.3598    31.7499      8.1430e-03           5.2784e+03      4.0948e-02
    2.3808    31.7563      8.1430e-03           5.2779e+03      4.0931e-02
    2.4018    31.7585      1.2402e-02           5.2815e+03      6.2331e-02
    2.4153    31.7589      1.1643e-02           5.2802e+03      5.8515e-02
    2.4289    31.7604      8.2250e-03           5.2765e+03      4.1333e-02
    2.4424    31.7629      8.5520e-03           5.2703e+03      4.2969e-02
    2.4560    31.7665      9.6040e-03           5.2621e+03      4.8244e-02
    2.4695    31.7711      1.1763e-02           5.2519e+03      5.9072e-02
    2.4830    31.7767      1.2523e-02           5.2371e+03      6.2867e-02
    2.4966    31.7832      8.6560e-03           5.2227e+03      4.3436e-02
    2.5101    31.7906      9.7170e-03           5.2066e+03      4.8738e-02
    2.5237    31.7985      9.7850e-03           5.1890e+03      4.9054e-02
    2.5372    31.8069      6.8340e-03           5.1702e+03      3.4242e-02
    2.5508    31.8153      5.6520e-03           5.1504e+03      2.8305e-02
    2.5643    31.8232      7.5190e-03           5.1299e+03      3.7636e-02
    2.5778    31.8304      6.2650e-03           5.1092e+03      3.1345e-02
    2.5914    31.8360      8.6400e-03           5.0893e+03      4.3212e-02
    2.6049    31.8398      6.0460e-03           5.0715e+03      3.0231e-02
    2.6185    31.8409      6.2240e-03           5.0544e+03      3.1119e-02
    2.6320    31.8390      9.3840e-03           5.0386e+03      4.6924e-02
    2.6456    31.8334      8.1710e-03           5.0244e+03      4.0873e-02
    2.6591    31.8237      6.5580e-03           5.0093e+03      3.2825e-02
    2.6726    31.8096      7.5190e-03           4.9952e+03      3.7668e-02
