  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    2.6862    31.7849      9.4220e-03           4.9816e+03      4.7275e-02
    2.6997    31.7558      7.8710e-03           4.9688e+03      3.9565e-02
    2.7133    31.7223      6.3500e-03           4.9563e+03      3.1987e-02
    2.7268    31.6848      6.2900e-03           4.9432e+03      3.1760e-02
    2.7404    31.6438      8.2870e-03           4.9301e+03      4.1952e-02
    2.7539    31.5997      9.7020e-03           4.9157e+03      4.9252e-02
    2.7675    31.5533      1.1038e-02           4.8985e+03      5.6199e-02
    2.7810    31.5057      1.0138e-02           4.8146e+03      5.1773e-02
    2.7945    31.4816      1.1930e-02           4.8714e+03      6.1018e-02
    2.8081    31.4308      1.2964e-02           4.8603e+03      6.6521e-02
    2.8216    31.3802      1.4332e-02           4.8493e+03      7.3778e-02
    2.8352    31.3308      1.5953e-02           4.8410e+03      8.2381e-02
    2.8487    31.2838      1.9227e-02           4.8346e+03      9.9587e-02
    2.8623    31.2404      2.6868e-02           4.8323e+03      1.3955e-01
    2.8758    31.2015      2.1687e-02           4.8302e+03      1.1292e-01
    2.8893    31.1682      2.5944e-02           4.8315e+03      1.3538e-01
    2.9029    31.1414      3.5531e-02           4.8359e+03      1.8572e-01
    2.9164    31.1217      3.8507e-02           4.8440e+03      2.0153e-01
    2.9300    31.1096      2.1877e-02           4.8558e+03      1.1459e-01
    2.9435    31.1055      1.2690e-02           4.8724e+03      6.6484e-02
    2.9760    31.1109      4.2572e-02           4.8025e+03      2.2296e-01
    3.0085    31.1249      2.7054e-02           4.7269e+03      1.4156e-01
    3.0409    31.1420      8.8480e-03           4.4949e+03      4.6247e-02
    3.0734    31.1555      3.3400e-03           4.3259e+03      1.7442e-02
    3.1059    31.1644      1.9070e-03           4.4908e+03      9.9532e-03
    3.1384    31.1817      1.1930e-03           4.8563e+03      6.2197e-03
    3.1708    31.2056      4.8600e-04           4.9411e+03      2.5299e-03
    3.2033    31.2332      4.2200e-04           4.9816e+03      2.1929e-03
    3.2358    31.2643      2.3000e-04           5.0054e+03      1.1928e-03
    3.2683    31.2991      1.5600e-04           5.0172e+03      8.0722e-04
    3.3007    31.3381      1.1000e-04           5.0193e+03      5.6778e-04
    3.3332    31.3821      1.4500e-04           5.0131e+03      7.4634e-04
    3.3657    31.4319      2.8800e-04           5.0001e+03      1.4777e-03
    3.3981    31.4885      3.7900e-04           4.9821e+03      1.9376e-03
    3.4306    31.5527      6.2900e-04           4.9598e+03      3.2026e-03
    3.4631    31.6252      6.1200e-04           4.9336e+03      3.1018e-03
    3.4956    31.7067      1.3700e-03           4.9057e+03      6.9079e-03
    3.5280    31.7974      1.9460e-03           4.8749e+03      9.7564e-03
    3.5605    31.8974      2.9090e-03           4.8397e+03      1.4493e-02
    3.5930    32.0065      2.2930e-03           4.7981e+03      1.1346e-02
    3.6255    32.1239      3.4990e-03           4.7496e+03      1.7188e-02
    3.6579    32.2490      2.9270e-03           4.6954e+03      1.4267e-02
    3.6904    32.3804      3.3760e-03           4.6376e+03      1.6322e-02
    3.7229    32.5167      1.1390e-03           4.5804e+03      5.4606e-03
    3.7554    32.6563      9.2100e-04           4.5262e+03      4.3778e-03
    3.7878    32.7973      1.0330e-03           4.4782e+03      4.8680e-03
    3.8203    32.9376      5.9000e-04           4.4379e+03      2.7568e-03
    3.8528    33.0754      6.4400e-04           4.4063e+03      2.9840e-03
    3.8852    33.2085      5.5600e-04           4.3863e+03      2.5557e-03
    3.9177    33.3354      5.9200e-04           4.3773e+03      2.7005e-03
    3.9502    33.4543      5.9100e-04           4.3761e+03      2.6768e-03
    3.9827    33.5643      3.5200e-04           4.3786e+03      1.5839e-03
    4.0151    33.6643      3.9400e-04           4.3868e+03      1.7623e-03
    4.0476    33.7540      5.0600e-04           4.4078e+03      2.2513e-03
    4.0801    33.8332      6.6800e-04           4.4364e+03      2.9582e-03
    4.1126    33.9023      8.2400e-04           4.4692e+03      3.6341e-03
    4.1450    33.9617      1.4550e-03           4.5044e+03      6.3946e-03
    4.1775    34.0122      1.0700e-03           4.5413e+03      4.6886e-03
    4.2100    34.0549      1.3580e-03           4.5789e+03      5.9357e-03
    4.2424    34.0907      6.6170e-03           4.6122e+03      2.8862e-02

    0.0000    31.6422      1.5000e-05           2.4387e+03      7.5943e-05
    0.0250    31.6436      8.4570e-03           2.4049e+03      4.2813e-02
    0.0499    31.6486      4.8610e-03           2.4185e+03      2.4601e-02
    0.0749    31.6598      3.7410e-03           2.4947e+03      1.8919e-02
    0.0998    31.6817      2.4460e-03           2.6578e+03      1.2353e-02
    0.1248    31.7199      2.1870e-03           2.9188e+03      1.1018e-02
    0.1498    31.7792      2.0450e-03           3.2445e+03      1.0264e-02
    0.1747    31.8599      2.0020e-03           3.5661e+03      9.9978e-03
    0.1997    31.9585      1.7140e-03           3.8319e+03      8.5068e-03
    0.2246    32.0693      2.0780e-03           4.0336e+03      1.0242e-02
    0.2496    32.1872      1.7660e-03           4.1789e+03      8.6408e-03
    0.2746    32.3075      1.8570e-03           4.2842e+03      9.0185e-03
    0.2995    32.4264      1.8340e-03           4.3559e+03      8.8416e-03
    0.3245    32.5410      2.4620e-03           4.4016e+03      1.1786e-02
    0.3494    32.6489      2.6640e-03           4.4285e+03      1.2669e-02
    0.3744    32.7483      2.7770e-03           4.4402e+03      1.3126e-02
    0.3993    32.8378      2.4440e-03           4.4386e+03      1.1489e-02
    0.4243    32.9168      2.5950e-03           4.4261e+03      1.2140e-02
    0.4493    32.9850      2.3110e-03           4.4037e+03      1.0767e-02
    0.4742    33.0426      2.3050e-03           4.3738e+03      1.0702e-02
    0.4992    33.0900      2.7890e-03           4.3399e+03      1.2912e-02
    0.5241    33.1282      2.3060e-03           4.3017e+03      1.0651e-02
    0.5491    33.1584      1.8220e-03           4.2601e+03      8.4002e-03
    0.5741    33.1819      1.2530e-03           4.2168e+03      5.7687e-03
    0.5990    33.2003      6.1200e-04           4.1691e+03      2.8145e-03
    0.6240    33.2151      4.4500e-04           4.1201e+03      2.0447e-03
    0.6489    33.2280      2.5700e-04           4.0679e+03      1.1799e-03
    0.6739    33.2404      1.5100e-04           4.0135e+03      6.9275e-04
    0.6989    33.2539      1.4400e-04           3.9574e+03      6.6010e-04
    0.7238    33.2697      2.2200e-04           3.9002e+03      1.0167e-03
    0.7488    33.2886      1.5600e-04           3.8410e+03      7.1361e-04
    0.7737    33.3114      1.7600e-04           3.7821e+03      8.0400e-04
    0.7987    33.3384      2.3500e-04           3.7228e+03      1.0718e-03
    0.8237    33.3696      1.3400e-04           3.6644e+03      6.1000e-04
    0.8486    33.4047      1.2100e-04           3.6087e+03      5.4967e-04
    0.8736    33.4430      1.6600e-04           3.5558e+03      7.5236e-04
    0.8985    33.4837      3.1500e-04           3.5055e+03      1.4242e-03
    0.9235    33.5260      2.4200e-04           3.4611e+03      1.0914e-03
    0.9484    33.5687      2.8600e-04           3.4223e+03      1.2866e-03
    0.9734    33.6107      2.6500e-04           3.3905e+03      1.1891e-03
    0.9984    33.6511      6.0600e-04           3.3647e+03      2.7127e-03
    1.0078    33.6557      5.0500e-04           3.3618e+03      2.2600e-03
    1.0172    33.6603      4.5500e-04           3.3592e+03      2.0357e-03
    1.0266    33.6648      3.5100e-04           3.3573e+03      1.5699e-03
    1.0360    33.6692      4.1700e-04           3.3558e+03      1.8647e-03
    1.0454    33.6736      3.1000e-04           3.3523e+03      1.3858e-03
    1.0548    33.6778      2.9500e-04           3.3486e+03      1.3185e-03
    1.0643    33.6820      2.8700e-04           3.3460e+03      1.2824e-03
    1.0737    33.6860      2.8800e-04           3.3431e+03      1.2865e-03
    1.0831    33.6898      2.2400e-04           3.3403e+03      1.0004e-03
    1.0925    33.6936      2.0200e-04           3.3377e+03      9.0196e-04
    1.1019    33.6971      1.9600e-04           3.3359e+03      8.7499e-04
    1.1113    33.7005      1.8300e-04           3.3337e+03      8.1679e-04
    1.1207    33.7037      1.8200e-04           3.3315e+03      8.1217e-04
    1.1302    33.7068      1.8900e-04           3.3280e+03      8.4325e-04
    1.1396    33.7096      1.5500e-04           3.3255e+03      6.9144e-04
    1.1490    33.7123      1.6200e-04           3.3223e+03      7.2255e-04
    1.1584    33.7148      1.8500e-04           3.3204e+03      8.2501e-04
    1.1678    33.7172      1.4800e-04           3.3181e+03      6.5992e-04
    1.1772    33.7193      1.8100e-04           3.3165e+03      8.0696e-04
    1.1866    33.7213      1.5700e-04           3.3153e+03      6.9988e-04
    1.1960    33.7231      1.2200e-04           3.3143e+03      5.4379e-04
    1.2055    33.7247      1.6000e-04           3.3129e+03      7.1311e-04
    1.2149    33.7261      1.7400e-04           3.3117e+03      7.7544e-04
    1.2243    33.7273      1.5400e-04           3.3098e+03      6.8626e-04
    1.2337    33.7283      2.3900e-04           3.3098e+03      1.0650e-03
    1.2431    33.7292      1.4700e-04           3.3090e+03      6.5499e-04
    1.2525    33.7298      1.6900e-04           3.3086e+03      7.5299e-04
    1.2619    33.7303      2.1200e-04           3.3087e+03      9.4455e-04
    1.2714    33.7306      1.3900e-04           3.3093e+03      6.1929e-04
    1.2808    33.7307      1.3800e-04           3.3105e+03      6.1483e-04
    1.2878    33.7306      1.6600e-04           3.3089e+03      7.3959e-04
    1.2949    33.7305      1.6200e-04           3.3094e+03      7.2177e-04
    1.3020    33.7302      1.6900e-04           3.3085e+03      7.5297e-04
    1.3090    33.7298      1.6900e-04           3.3086e+03      7.5299e-04
    1.3161    33.7294      2.0900e-04           3.3092e+03      9.3123e-04
    1.3231    33.7288      1.3900e-04           3.3092e+03      6.1936e-04
    1.3302    33.7281      2.1000e-04           3.3097e+03      9.3576e-04
    1.3373    33.7273      1.5400e-04           3.3098e+03      6.8626e-04
    1.3443    33.7264      1.4900e-04           3.3114e+03      6.6401e-04
    1.3514    33.7254      1.6700e-04           3.3119e+03      7.4427e-04
    1.3584    33.7243      1.0600e-04           3.3138e+03      4.7244e-04
    1.3655    33.7231      1.2200e-04           3.3143e+03      5.4379e-04
    1.3726    33.7217      1.4300e-04           3.3154e+03      6.3745e-04
    1.3796    33.7203      1.8100e-04           3.3158e+03      8.0691e-04
    1.3867    33.7188      1.7700e-04           3.3170e+03      7.8915e-04
    1.3937    33.7172      1.4800e-04           3.3181e+03      6.5992e-04
    1.4008    33.7154      1.5700e-04           3.3203e+03      7.0012e-04
    1.4079    33.7136      1.6500e-04           3.3219e+03      7.3587e-04
    1.4149    33.7117      1.7700e-04           3.3226e+03      7.8948e-04
    1.4220    33.7096      1.5500e-04           3.3255e+03      6.9144e-04
    1.4290    33.7075      1.8800e-04           3.3277e+03      8.3875e-04
    1.4361    33.7053      2.4300e-04           3.3300e+03      1.0843e-03
    1.4432    33.7029      2.0700e-04           3.3318e+03      9.2377e-04
    1.4502    33.7005      1.8300e-04           3.3337e+03      8.1679e-04
    1.4573    33.6980      1.6200e-04           3.3353e+03      7.2316e-04
    1.4643    33.6954      1.7400e-04           3.3367e+03      7.7685e-04
    1.4714    33.6926      2.5200e-04           3.3379e+03      1.1253e-03
    1.4785    33.6898      2.2400e-04           3.3403e+03      1.0004e-03
    1.4855    33.6870      2.8500e-04           3.3426e+03      1.2731e-03
    1.4926    33.6840      2.1900e-04           3.3440e+03      9.7842e-04
    1.4996    33.6809      2.6800e-04           3.3465e+03      1.1976e-03
    1.5067    33.6778      2.9500e-04           3.3486e+03      1.3185e-03
    1.5138    33.6746      2.7200e-04           3.3513e+03      1.2159e-03
    1.5208    33.6714      3.3000e-04           3.3537e+03      1.4754e-03
    1.5279    33.6681      4.7700e-04           3.3563e+03      2.1331e-03
    1.5349    33.6648      3.5100e-04           3.3573e+03      1.5699e-03
    1.5420    33.6614      3.8800e-04           3.3593e+03      1.7358e-03
    1.5491    33.6580      4.4700e-04           3.3604e+03      2.0001e-03
    1.5561    33.6546      5.8400e-04           3.3625e+03      2.6137e-03
    1.5632    33.6511      6.0600e-04           3.3647e+03      2.7127e-03
    1.5841    33.6113      3.3100e-04           3.3903e+03      1.4852e-03
    1.6051    33.5695      3.4600e-04           3.4218e+03      1.5564e-03
    1.6261    33.5263      4.4300e-04           3.4607e+03      1.9978e-03
    1.6470    33.4819      6.6400e-04           3.5054e+03      3.0025e-03
    1.6680    33.4368      2.4300e-04           3.5571e+03      1.1018e-03
    1.6890    33.3915      4.7700e-04           3.6119e+03      2.1686e-03
    1.7099    33.3462      2.7000e-04           3.6712e+03      1.2308e-03
    1.7309    33.3011      3.9800e-04           3.7341e+03      1.8193e-03
    1.7519    33.2564      5.4800e-04           3.7999e+03      2.5117e-03
    1.7728    33.2122      6.9700e-04           3.8669e+03      3.2031e-03
    1.7938    33.1683      1.2060e-03           3.9363e+03      5.5569e-03
    1.8148    33.1246      9.3300e-04           4.0067e+03      4.3103e-03
    1.8357    33.0808      1.4030e-03           4.0779e+03      6.4988e-03
    1.8567    33.0367      1.6930e-03           4.1492e+03      7.8631e-03
    1.8777    32.9918      2.1430e-03           4.2204e+03      9.9802e-03
    1.8986    32.9458      3.2440e-03           4.2907e+03      1.5150e-02
    1.9196    32.8984      2.0980e-03           4.3617e+03      9.8262e-03
    1.9405    32.8492      2.2930e-03           4.4312e+03      1.0772e-02
    1.9615    32.7980      1.4580e-03           4.5019e+03      6.8706e-03
    1.9825    32.7446      1.4090e-03           4.5720e+03      6.6613e-03
    2.0034    32.6890      2.2690e-03           4.6416e+03      1.0764e-02
    2.0244    32.6312      1.0680e-03           4.7119e+03      5.0843e-03
    2.0454    32.5712      1.4040e-03           4.7806e+03      6.7086e-03
    2.0663    32.5095      1.4450e-03           4.8462e+03      6.9307e-03
    2.0873    32.4462      2.2500e-03           4.9095e+03      1.0834e-02
    2.1083    32.3819      2.0880e-03           4.9692e+03      1.0094e-02
    2.1292    32.3170      2.2600e-03           5.0244e+03      1.0969e-02
    2.1502    32.2522      2.2180e-03           5.0755e+03      1.0809e-02
    2.1712    32.1882      1.9440e-03           5.1199e+03      9.5111e-03
    2.1921    32.1257      3.6700e-03           5.1569e+03      1.8026e-02
    2.2131    32.0654      3.4060e-03           5.1898e+03      1.6792e-02
